time,date,pm25,pm10,pm,,no2,so2,o3,MQ135,co,temperature,humidity,aqi,aqi_category
12:00:00,2020-11-19,695.2,1334,1014.6,,229.2,69.1,17.2,105.1666667,11.44,26.3,58,500,Severe
18:00:00,2020-11-19,900,1561.3,1230.65,,360.7,78.8,16.9,152.1333333,17.11,23,63,500,Severe
23:00:00,2020-11-19,900,1659.2,1279.6,,300.7,75.4,13.3,129.8,14.95,23.6,52,500,Severe
6:00:00,2020-11-19,900,1955.4,1427.7,,320.2,52.6,16.4,129.7333333,15.01,18,100,500,Severe
12:00:00,2020-11-19,620.7,1155.5,888.1,,186.1,35.8,15,78.96666667,9.35,26.5,47,500,Severe
18:00:00,2020-11-19,723,1218.9,970.95,,318.9,52.5,12,127.8,17.2,20.3,48,500,Severe
23:00:00,2020-11-19,900,1719.4,1309.7,,315,78.2,13.3,135.5,12.24,23.2,58,500,Severe
6:00:00,2020-11-19,900,1862.4,1381.2,,362,53.3,15.6,143.6333333,11.35,15.2,100,500,Severe
12:00:00,2020-11-19,900,1860.8,1380.4,,313.1,89.8,13.1,138.6666667,11.47,26.4,60,500,Severe
18:00:00,2020-11-19,900,1806,1353,,525.8,54.2,14.6,198.2,17.84,22,61,500,Severe
23:00:00,2020-11-19,831.3,1671.4,1251.35,,314.8,60.8,13,129.5333333,13.57,22.2,52,500,Severe
6:00:00,2020-11-19,900,1801.1,1350.55,,353.8,56.4,15.2,141.8,11.38,14.2,100,500,Severe
12:00:00,2020-11-19,826.7,1698.7,1262.7,,255.4,54.4,14.3,108.0333333,14.11,25.5,62,500,Severe
18:00:00,2020-11-19,900,1838.2,1369.1,,496.2,82.8,14.4,197.8,15.6,20.9,46,500,Severe
23:00:00,2020-11-19,816.6,1781.3,1298.95,,299.3,83.4,14.2,132.3,13.43,21.9,63,500,Severe
6:00:00,2020-11-19,900,1484.3,1192.15,,358.8,83.3,13.6,151.9,13.58,15.2,100,500,Severe
12:00:00,2020-11-19,900,1767.3,1333.65,,371.6,87.6,17.8,159,11.1,25.3,61,500,Severe
18:00:00,2020-11-19,900,1755.9,1327.95,,560.1,77.8,15.2,217.7,21.22,22,52,500,Severe
23:00:00,2020-11-19,900,1855.7,1377.85,,358.8,81.4,12.1,150.7666667,11.8,22.5,62,500,Severe
6:00:00,2020-11-19,900,1538.2,1219.1,,307.2,67.6,14.3,129.7,15.23,17.3,100,500,Severe
12:00:00,2020-11-19,613.7,1294.9,954.3,,254.8,46.4,15.3,105.5,8.56,28.6,47,500,Severe
18:00:00,2020-11-19,900,1756.7,1328.35,,556,55.8,14.7,208.8333333,17.31,23.7,54,500,Severe
23:00:00,2020-11-19,900,1725.2,1312.6,,375,57.9,17.4,150.1,11.41,20.6,59,500,Severe
6:00:00,2020-11-19,768.6,1395.8,1082.2,,307.3,64.1,16.6,129.3333333,9.54,16.4,100,500,Severe
12:00:00,2020-11-19,634.2,1075.4,854.8,,227.6,43.7,14.8,95.36666667,11.37,27.9,51,500,Severe
18:00:00,2020-11-19,900,1792.9,1346.45,,414.8,78.9,17.9,170.5333333,15.91,22.1,60,500,Severe
23:00:00,2020-11-19,900,1814.5,1357.25,,268.1,79.5,15.9,121.1666667,11.23,21.4,59,500,Severe
6:00:00,2020-11-19,900,1571.7,1235.85,,343.5,88.9,14.5,148.9666667,15.03,17.6,100,500,Severe
12:00:00,2020-11-19,900,1894,1397,,373.7,88.4,12.9,158.3333333,14.02,25.9,64,500,Severe
18:00:00,2020-11-19,900,1658.9,1279.45,,410.4,67.8,14.1,164.1,16.36,21.6,54,500,Severe
23:00:00,2020-11-19,900,1631.9,1265.95,,301.1,69.4,12.6,127.7,12.13,23.8,63,500,Severe
6:00:00,2020-11-19,900,1540,1220,,364,73.4,14.1,150.5,12.79,16.1,96,500,Severe
12:00:00,2020-11-19,780.4,1409.8,1095.1,,228.1,58.3,16.8,101.0666667,13.83,25,47,500,Severe
18:00:00,2020-11-19,819,1394.9,1106.95,,401,55.7,15.2,157.3,16.72,21.2,63,500,Severe
23:00:00,2020-11-19,900,1880.2,1390.1,,266.6,60.9,14.3,113.9333333,12.5,22,47,500,Severe
6:00:00,2020-11-19,900,1598.7,1249.35,,292.1,77.7,13.2,127.6666667,11.38,17.5,100,500,Severe
12:00:00,2020-11-19,885.2,1908.4,1396.8,,317.6,71.8,13.9,134.4333333,15.89,28.6,52,500,Severe
18:00:00,2020-11-19,900,1810.7,1355.35,,413.9,66.6,14.8,165.1,18.17,22.7,51,500,Severe
23:00:00,2020-11-19,900,1768.9,1334.45,,333.6,62,14.8,136.8,11.66,23.9,46,500,Severe
6:00:00,2020-11-19,900,1866.7,1383.35,,272.5,85.2,17.2,124.9666667,11.46,14.6,98,500,Severe
12:00:00,2020-11-19,747.4,1255.3,1001.35,,283.8,51.9,12.8,116.1666667,10.15,26.9,64,500,Severe
18:00:00,2020-11-19,820,1692,1256,,342.3,79.9,14,145.4,17.35,23.1,59,500,Severe
23:00:00,2020-11-19,900,1896.6,1398.3,,339.2,71,16.3,142.1666667,11.77,20,51,500,Severe
6:00:00,2020-11-19,900,1502.6,1201.3,,331,56.3,16.4,134.5666667,13.13,15.6,100,500,Severe
12:00:00,2020-11-19,900,1842.2,1371.1,,301,58.3,17.2,125.5,15.52,27,57,500,Severe
18:00:00,2020-11-19,900,1808.4,1354.2,,458.2,66,15.9,180.0333333,17.16,22.9,60,500,Severe
23:00:00,2020-11-19,900,1688.8,1294.4,,373.5,88.6,17.7,159.9333333,11.12,21.4,56,500,Severe
6:00:00,2020-11-19,900,1800.9,1350.45,,365.4,95.8,17.9,159.7,11.2,17.4,98,500,Severe
12:00:00,2020-11-19,900,1946.8,1423.4,,325.6,96.2,17.1,146.3,11.07,27.4,46,500,Severe
18:00:00,2020-11-19,900,1475.8,1187.9,,414.6,73.2,16.5,168.1,20.85,22.4,62,500,Severe
23:00:00,2020-11-19,900,1957.6,1428.8,,290.1,102.4,12.9,135.1333333,12.54,20.5,47,500,Severe
6:00:00,2020-11-20,900,1522.5,1211.25,,372.6,94,13.6,160.0666667,11.72,14.8,100,500,Severe
12:00:00,2020-11-20,900,1462.2,1181.1,,353.7,85,13.4,150.7,15.31,27.6,60,500,Severe
18:00:00,2020-11-20,900,1493.2,1196.6,,441.4,71.9,16.1,176.4666667,15.18,21.6,48,500,Severe
23:00:00,2020-11-20,900,1889.4,1394.7,,283.8,116.6,14.9,138.4333333,11.66,20.3,50,500,Severe
6:00:00,2020-11-20,900,1498.5,1199.25,,296.8,80.8,15.9,131.1666667,14.04,16,100,500,Severe
12:00:00,2020-11-20,811.1,1440.2,1125.65,,319.6,98,17.4,145,10.83,25.3,47,500,Severe
18:00:00,2020-11-20,900,1530.7,1215.35,,403.4,95.2,13.4,170.6666667,16.29,23.3,62,500,Severe
23:00:00,2020-11-20,900,1467.8,1183.9,,336.4,82.5,12.3,143.7333333,16.18,23.2,51,500,Severe
6:00:00,2020-11-20,900,1884.5,1392.25,,338.1,102.8,16.2,152.3666667,15.19,14.9,100,500,Severe
12:00:00,2020-11-20,900,1496.8,1198.4,,262.9,121.6,15.2,133.2333333,13.47,25.3,48,500,Severe
18:00:00,2020-11-20,900,1953.2,1426.6,,393.7,117.7,17.4,176.2666667,16.74,22.4,65,500,Severe
23:00:00,2020-11-20,900,1590.2,1245.1,,299,70.1,16.5,128.5333333,12.29,20.8,64,500,Severe
6:00:00,2020-11-20,900,1799.5,1349.75,,345.3,108.6,15.8,156.5666667,14.1,15.6,95,500,Severe
12:00:00,2020-11-20,900,1592.4,1246.2,,325.2,103.2,17.1,148.5,15.12,28.2,53,500,Severe
18:00:00,2020-11-20,900,1712.4,1306.2,,434.9,119.4,13.3,189.2,21.07,20,48,500,Severe
23:00:00,2020-11-20,900,1756.4,1328.2,,317.9,90.5,15,141.1333333,13.22,22.3,53,500,Severe
6:00:00,2020-11-20,900,1688.8,1294.4,,262.1,53.7,15,110.2666667,13.85,15.8,100,500,Severe
12:00:00,2020-11-20,900,1814.5,1357.25,,298.5,63.1,17.6,126.4,12.9,26.1,45,500,Severe
18:00:00,2020-11-20,900,1639.3,1269.65,,497.3,84.5,13.1,198.3,15.25,21,45,500,Severe
23:00:00,2020-11-20,849.7,1796.4,1323.05,,303.8,79.9,15.1,132.9333333,10.72,20.9,49,500,Severe
6:00:00,2020-11-20,900,1597.3,1248.65,,307.9,88.2,16.8,137.6333333,14.24,17.4,100,500,Severe
12:00:00,2020-11-20,678,1247.1,962.55,,232,61.4,12.3,101.9,8.36,28,54,500,Severe
18:00:00,2020-11-20,900,1481.7,1190.85,,429.8,50.6,14.9,165.1,17.4,21.9,51,500,Severe
23:00:00,2020-11-20,900,1761.7,1330.85,,270.4,87.9,12,123.4333333,11.15,21.4,58,500,Severe
6:00:00,2020-11-20,900,1702.9,1301.45,,285.6,87.6,13.8,129,15.85,16.5,96,500,Severe
12:00:00,2020-11-20,900,1868.7,1384.35,,315.6,71.9,15.5,134.3333333,13.17,26.7,60,500,Severe
18:00:00,2020-11-20,900,1892.1,1396.05,,435.3,71.1,12.4,172.9333333,21.13,20.9,51,500,Severe
23:00:00,2020-11-20,900,1572.4,1236.2,,333.7,54.1,17.6,135.1333333,14.59,22.8,52,500,Severe
6:00:00,2020-11-20,900,1706.6,1303.3,,302.9,67.9,15.5,128.7666667,13.76,17.8,97,500,Severe
12:00:00,2020-11-20,864.5,1637.1,1250.8,,293.8,84.4,12.7,130.3,14.72,28.5,63,500,Severe
18:00:00,2020-11-20,900,1653.3,1276.65,,585.3,61.7,17.5,221.5,19.71,23.9,59,500,Severe
23:00:00,2020-11-20,900,1687.2,1293.6,,274.2,90.7,16.8,127.2333333,14.8,20.2,65,500,Severe
6:00:00,2020-11-20,900,1444.6,1172.3,,328.5,63.2,13.9,135.2,11.67,15.7,100,500,Severe
12:00:00,2020-11-20,900,1709,1304.5,,362.1,69.6,17.2,149.6333333,14.79,28.1,56,500,Severe
18:00:00,2020-11-20,900,1658.8,1279.4,,428.6,90.1,16.3,178.3333333,22.28,20.6,56,500,Severe
23:00:00,2020-11-20,900,1524.4,1212.2,,287.7,64.2,12,121.3,11.64,23.7,62,500,Severe
6:00:00,2020-11-20,900,1912.1,1406.05,,307.8,80.5,15.3,134.5333333,13.95,17,100,500,Severe
12:00:00,2020-11-20,824.8,1600.5,1212.65,,285.4,68.3,16,123.2333333,13.69,27.9,61,500,Severe
18:00:00,2020-11-20,892.6,1949.5,1421.05,,425.4,59.4,14,166.2666667,17.78,20.3,65,500,Severe
23:00:00,2020-11-20,900,1728.6,1314.3,,292.4,88.4,12.3,131.0333333,14.44,24,55,500,Severe
6:00:00,2020-11-20,900,1770.6,1335.3,,303.2,72.2,16,130.4666667,12.88,17.1,97,500,Severe
12:00:00,2020-11-20,816.7,1431.1,1123.9,,242.9,67.3,15.7,108.6333333,13.39,25.3,52,500,Severe
18:00:00,2020-11-20,900,1639.5,1269.75,,525.4,60.8,16.5,200.9,22.37,23.7,52,500,Severe
23:00:00,2020-11-20,900,1775.4,1337.7,,367.3,73.2,15.1,151.8666667,12.61,20.1,49,500,Severe
6:00:00,2020-11-20,900,1708.6,1304.3,,270.3,70.9,16.2,119.1333333,12.85,16.3,100,500,Severe
12:00:00,2020-11-20,716.9,1563.4,1140.15,,201.9,44,13,86.3,12.37,26.7,56,500,Severe
18:00:00,2020-11-20,900,1841.6,1370.8,,516.7,85.7,15.4,205.9333333,20.75,23.3,65,500,Severe
23:00:00,2020-11-20,900,1651.7,1275.85,,357.9,78,17.8,151.2333333,11.19,20.3,50,500,Severe
6:00:00,2020-11-20,819.8,1549.8,1184.8,,286.1,55.1,17.1,119.4333333,14.47,16.4,100,500,Severe
12:00:00,2020-11-20,634,1045.2,839.6,,250.3,41.2,15.5,102.3333333,10.25,28.5,50,500,Severe
18:00:00,2020-11-20,900,1458.9,1179.45,,463.5,87.1,15.2,188.6,21.51,22.9,49,500,Severe
23:00:00,2020-11-20,900,1624.1,1262.05,,292.2,56.2,14.3,120.9,14.5,23.8,56,500,Severe
6:00:00,2020-11-20,900,1748.5,1324.25,,266.9,76.1,15.9,119.6333333,12.73,14.7,96,500,Severe
12:00:00,2020-11-20,803.3,1487.8,1145.55,,237.1,69.6,12.4,106.3666667,10.51,26.1,59,500,Severe
18:00:00,2020-11-20,900,1661.5,1280.75,,516.4,71.1,13.1,200.2,16.2,23.6,56,500,Severe
23:00:00,2020-11-20,900,1776.9,1338.45,,260.7,80.7,12.9,118.1,16.03,21.8,55,500,Severe
6:00:00,2020-11-20,900,1899,1399.5,,339.7,91.5,15.3,148.8333333,16.18,16.9,100,500,Severe
12:00:00,2020-11-20,567.2,1102.1,834.65,,178,41.7,12.4,77.36666667,7.95,26.5,64,500,Severe
18:00:00,2020-11-20,900,1548,1224,,442.6,89.3,12.6,181.5,15.56,22.2,49,500,Severe
23:00:00,2020-11-20,900,1914.2,1407.1,,376.9,60.4,16.7,151.3333333,11.02,21.7,60,500,Severe
6:00:00,2020-11-20,900,1562.3,1231.15,,377.4,62.5,13.5,151.1333333,14.68,14,100,500,Severe
12:00:00,2020-11-20,606,1268.7,937.35,,253,54,15.3,107.4333333,7.86,28.7,63,500,Severe
18:00:00,2020-11-20,900,1443.1,1171.55,,415.1,69,14.1,166.0666667,19.89,20.5,63,500,Severe
23:00:00,2020-11-20,855.4,1764,1309.7,,290.8,72.5,13.2,125.5,13.33,22.7,57,500,Severe
6:00:00,2020-11-20,900,1500.3,1200.15,,312.4,60.9,16.4,129.9,16.09,17.7,100,500,Severe
12:00:00,2020-11-20,641.6,1100.1,870.85,,194.6,38.5,13.3,82.13333333,9.86,25.1,61,500,Severe
18:00:00,2020-11-20,900,1866.3,1383.15,,556.2,50.9,13.5,206.8666667,18.91,23.6,60,500,Severe
23:00:00,2020-11-20,900,1496.7,1198.35,,253.2,59.9,16.1,109.7333333,14.85,21.9,59,500,Severe
6:00:00,2020-11-20,900,1940.6,1420.3,,303.1,57.9,13.6,124.8666667,14.5,17.9,100,500,Severe
12:00:00,2020-11-20,753.6,1217.6,985.6,,247.1,71.3,15.5,111.3,10.17,25.1,57,500,Severe
18:00:00,2020-11-20,900,1828.3,1364.15,,373.8,59.6,15.6,149.6666667,21.3,20.2,49,500,Severe
23:00:00,2020-11-20,900,1774,1337,,366.5,68.1,13.3,149.3,13.69,20.3,63,500,Severe
6:00:00,2020-11-20,900,1688,1294,,257.8,69,16.2,114.3333333,13.37,16.5,100,500,Severe
12:00:00,2020-11-20,844.5,1615,1229.75,,245.1,63.8,16.3,108.4,13.89,28.4,48,500,Severe
18:00:00,2020-11-20,733.6,1555.2,1144.4,,383.3,60.6,15.1,153,16.17,23.1,58,500,Severe
23:00:00,2020-11-20,790.9,1690.2,1240.55,,248.9,46.4,13.7,103,13.77,22.3,58,500,Severe
6:00:00,2020-11-20,900,1775.6,1337.8,,270.4,61.4,15.2,115.6666667,11.26,16.2,100,500,Severe
12:00:00,2020-11-20,900,1761.7,1330.85,,293.3,65.6,15.7,124.8666667,12.63,26.4,50,500,Severe
18:00:00,2020-11-20,900,1912,1406,,476.4,67.2,16.2,186.6,16.8,20.2,64,500,Severe
23:00:00,2020-11-20,900,1534.8,1217.4,,375.5,67,16.5,153,14.54,21.7,51,500,Severe
6:00:00,2020-11-20,900,1966.1,1433.05,,361.6,58.9,13.3,144.6,12.01,15.5,100,500,Severe
12:00:00,2020-11-20,734.9,1355.6,1045.25,,219.4,71.6,17.1,102.7,12.57,27.6,49,500,Severe
18:00:00,2020-11-20,900,1743.6,1321.8,,560.6,78.4,14.1,217.7,19.05,22.4,61,500,Severe
23:00:00,2020-11-20,900,1904.5,1402.25,,299.2,87.7,15.2,134.0333333,14.12,20.4,52,500,Severe
6:00:00,2020-11-20,900,1776.3,1338.15,,330.9,52.3,17.1,133.4333333,14.56,14.3,100,500,Severe
12:00:00,2020-11-20,710,1483.8,1096.9,,224.6,45.3,16.7,95.53333333,11.15,25.2,58,500,Severe
18:00:00,2020-11-20,900,1865.9,1382.95,,395.8,86.7,12.2,164.9,16.66,21.7,51,500,Severe
23:00:00,2020-11-20,900,1528.4,1214.2,,374.7,54.5,17.8,149,13.82,21.7,61,500,Severe
6:00:00,2020-11-20,900,1923.9,1411.95,,317.6,110,12.7,146.7666667,11.12,14.5,95,500,Severe
12:00:00,2020-11-20,791.5,1707.1,1249.3,,308,88.2,17.6,137.9333333,13.21,27.3,60,500,Severe
18:00:00,2020-11-20,900,1614.2,1257.1,,440,77.7,14.1,177.2666667,22.08,20.3,54,500,Severe
23:00:00,2020-11-20,787.1,1649.5,1218.3,,304.2,70.8,16.5,130.5,12.64,20.8,64,500,Severe
6:00:00,2020-11-21,900,1441.6,1170.8,,313.6,75.2,12.2,133.6666667,11.88,16.6,98,500,Severe
12:00:00,2020-11-21,900,1498.9,1199.45,,307.5,80.4,16.5,134.8,11.69,24.8,54,500,Severe
18:00:00,2020-11-21,845.9,1489.3,1167.6,,265.6,92.8,13.5,123.9666667,15.73,23.1,55,500,Severe
23:00:00,2020-11-21,900,1657.5,1278.75,,290.4,106.7,17.8,138.3,15.93,20.3,52,500,Severe
6:00:00,2020-11-21,900,1542.2,1221.1,,285.6,81.6,12.5,126.5666667,12.29,16,100,500,Severe
12:00:00,2020-11-21,759.8,1645.5,1202.65,,271.7,62.8,13.4,115.9666667,13.26,28.5,61,500,Severe
18:00:00,2020-11-21,609.1,1311.9,960.5,,205.3,78.4,17,100.2333333,10.33,21.9,62,500,Severe
23:00:00,2020-11-21,821.3,1673.6,1247.45,,340.2,82,12.1,144.7666667,12.15,21.7,49,500,Severe
6:00:00,2020-11-21,782.4,1253.6,1018,,248.3,83.8,14.8,115.6333333,14.01,17.7,100,500,Severe
12:00:00,2020-11-21,733.8,1471.1,1102.45,,268.3,56.6,15.8,113.5666667,9.4,26.5,57,500,Severe
18:00:00,2020-11-21,798.4,1675.2,1236.8,,254.7,60.8,16.6,110.7,16.6,20.4,60,500,Severe
23:00:00,2020-11-21,900,1577.4,1238.7,,335.6,95.4,12.4,147.8,13.24,22.8,62,500,Severe
6:00:00,2020-11-21,900,1603.9,1251.95,,281,82.5,13.6,125.7,13.09,15.4,96,500,Severe
12:00:00,2020-11-21,638.1,1161,899.55,,220,50.7,15.5,95.4,11.26,27.8,50,500,Severe
18:00:00,2020-11-21,861.4,1512.6,1187,,265.1,69.1,14.5,116.2333333,20.2,21.5,60,500,Severe
23:00:00,2020-11-21,780.6,1568,1174.3,,255.9,67.1,14.7,112.5666667,14.02,20.6,56,500,Severe
6:00:00,2020-11-21,900,1556.4,1228.2,,347,67.8,13.6,142.8,14.2,17.8,97,500,Severe
12:00:00,2020-11-21,674.4,1255.1,964.75,,215.9,69.8,15.3,100.3333333,11.82,25.1,55,500,Severe
18:00:00,2020-11-21,705.1,1444.3,1074.7,,290.9,73.3,17.7,127.3,14.4,22.8,51,500,Severe
23:00:00,2020-11-21,861,1502.9,1181.95,,249.5,52.1,16.4,106,13.12,21.5,55,500,Severe
6:00:00,2020-11-21,856.9,1826.7,1341.8,,291.9,71.9,15.4,126.4,11.93,17,100,500,Severe
12:00:00,2020-11-21,541.5,939.4,740.45,,194.6,34.1,15.7,81.46666667,6.99,27.9,65,500,Severe
18:00:00,2020-11-21,702.1,1488.7,1095.4,,203.2,53.9,12.2,89.76666667,11.8,23.9,46,500,Severe
23:00:00,2020-11-21,866,1830.8,1348.4,,324.4,61.4,16.2,134,14.57,21.3,48,500,Severe
6:00:00,2020-11-21,900,1854.8,1377.4,,354.2,50.6,15.2,140,12.09,15.3,100,500,Severe
12:00:00,2020-11-21,586.4,1277.5,931.95,,187.7,50,15.6,84.43333333,7.22,25,64,500,Severe
18:00:00,2020-11-21,693,1119.6,906.3,,219.3,67.4,13.5,100.0666667,17.28,20.2,46,500,Severe
23:00:00,2020-11-21,626.5,1033.1,829.8,,218,62.2,13.6,97.93333333,9.33,20.1,51,500,Severe
6:00:00,2020-11-21,900,1568.9,1234.45,,255.3,83.2,14.9,117.8,11.8,15.1,100,500,Severe
12:00:00,2020-11-21,807.9,1552.7,1180.3,,261.8,64.6,14.5,113.6333333,10.99,25.7,53,500,Severe
18:00:00,2020-11-21,517.7,844.2,680.95,,212.9,36,13.8,87.56666667,12.75,20.1,50,500,Severe
23:00:00,2020-11-21,833.1,1417.1,1125.1,,349.5,48.9,16.2,138.2,14.34,20.1,49,500,Severe
6:00:00,2020-11-21,844.1,1353.4,1098.75,,252.9,47.7,17.1,105.9,11.3,14.8,100,500,Severe
12:00:00,2020-11-21,582.7,1110.3,846.5,,168.5,49.5,13.5,77.16666667,8.3,28.4,56,500,Severe
18:00:00,2020-11-21,639.1,1050.4,844.75,,264.7,56.7,15.3,112.2333333,14.38,20.5,58,500,Severe
23:00:00,2020-11-21,900,1887.6,1393.8,,298.9,87.7,13.5,133.3666667,13.97,20.9,59,500,Severe
6:00:00,2020-11-21,900,1450.6,1175.3,,334.9,87.8,15.6,146.1,12.92,17.4,100,500,Severe
12:00:00,2020-11-21,664.5,1136.2,900.35,,189.7,47.6,14,83.76666667,10.41,25,63,500,Severe
18:00:00,2020-11-21,611.7,1313.1,962.4,,181.4,37.2,13.5,77.36666667,15.32,22.3,50,500,Severe
23:00:00,2020-11-21,745.2,1399.1,1072.15,,219.3,59.7,16.5,98.5,10.54,23.8,62,500,Severe
6:00:00,2020-11-21,863.9,1421,1142.45,,254.1,72.8,17.5,114.8,15.17,17.7,100,500,Severe
12:00:00,2020-11-21,605.4,1204.3,904.85,,240.2,53.7,12.5,102.1333333,7.32,26.2,52,500,Severe
18:00:00,2020-11-21,528.4,1132.8,830.6,,206.8,33.4,15.8,85.33333333,8.96,23.3,62,500,Severe
23:00:00,2020-11-21,755.5,1408.6,1082.05,,244.9,77.5,14.1,112.1666667,9.18,22.9,59,500,Severe
6:00:00,2020-11-21,684.7,1346,1015.35,,196.4,65.5,17.6,93.16666667,12.08,15.1,99,500,Severe
12:00:00,2020-11-21,522.4,883.6,703,,153.3,41.7,12.4,69.13333333,6.41,26.8,54,500,Severe
18:00:00,2020-11-21,624.1,1330.5,977.3,,223.6,60,12.2,98.6,11.55,21.7,58,500,Severe
23:00:00,2020-11-21,819,1718.6,1268.8,,315.4,62.7,12.4,130.1666667,11.39,22.2,63,500,Severe
6:00:00,2020-11-21,810.4,1592,1201.2,,294.7,68.6,13.5,125.6,12.85,15,100,500,Severe
12:00:00,2020-11-21,573.9,1192.4,883.15,,208.2,53.1,12.7,91.33333333,7.65,26.4,58,500,Severe
18:00:00,2020-11-21,512.1,939.8,725.95,,202.1,29.3,12.6,81.33333333,9.04,21,57,500,Severe
23:00:00,2020-11-21,656.2,1206.8,931.5,,218.8,56.9,15.6,97.1,10.55,21.3,50,500,Severe
6:00:00,2020-11-21,868.1,1438.4,1153.25,,311,65.1,13.9,130,12.1,15.7,100,500,Severe
12:00:00,2020-11-21,544.4,1144.2,844.3,,200.6,52.3,13.6,88.83333333,7.85,25.5,64,500,Severe
18:00:00,2020-11-21,465,1007.3,736.15,,191.9,30.5,15.6,79.33333333,10.26,22.1,60,500,Severe
23:00:00,2020-11-21,720,1155.2,937.6,,225.2,57.2,16.9,99.76666667,11.2,20.6,61,500,Severe
6:00:00,2020-11-21,764.5,1523.9,1144.2,,264.8,76.3,12.1,117.7333333,11.25,16.8,100,500,Severe
12:00:00,2020-11-21,517,976,746.5,,170.3,34.3,13.3,72.63333333,6.61,27.6,46,500,Severe
18:00:00,2020-11-21,665.1,1436.6,1050.85,,193.8,56.7,13.7,88.06666667,15.65,23.7,46,500,Severe
23:00:00,2020-11-21,741.4,1373.5,1057.45,,294,43.6,17.5,118.3666667,12.95,22.8,53,500,Severe
6:00:00,2020-11-21,839.7,1676.6,1258.15,,319.8,62.5,12.2,131.5,12.1,17,100,500,Severe
12:00:00,2020-11-21,584.6,1168.5,876.55,,219.9,36.3,13.2,89.8,9.17,26.2,56,500,Severe
18:00:00,2020-11-21,608.7,1080.2,844.45,,173.3,40.5,14.5,76.1,12.96,22.7,63,500,Severe
23:00:00,2020-11-21,558.2,925.8,742,,163.6,50.8,17,77.13333333,9.69,21.7,55,500,Severe
6:00:00,2020-11-21,844.2,1546.5,1195.35,,331.5,48.1,14,131.2,11.15,16.2,100,500,Severe
12:00:00,2020-11-21,498.4,1009.6,754,,208.8,41.3,15.5,88.53333333,6.65,27.8,47,500,Severe
18:00:00,2020-11-21,686,1325.9,1005.95,,222.3,65.3,12.3,99.96666667,16.54,21.8,45,500,Severe
23:00:00,2020-11-21,705.8,1493.9,1099.85,,269.5,54.4,16.5,113.4666667,11.03,20,51,500,Severe
6:00:00,2020-11-21,889.4,1732.6,1311,,280.8,68.2,17.7,122.2333333,15.68,15.5,100,500,Severe
12:00:00,2020-11-21,621.6,1195.8,908.7,,216.2,34.9,14.1,88.4,8.53,27.7,51,500,Severe
18:00:00,2020-11-21,654.4,1079.6,867,,215.1,53,12.5,93.53333333,13.25,20.4,46,500,Severe
23:00:00,2020-11-21,900,1978.4,1439.2,,308.5,78.7,17.1,134.7666667,11.57,20.4,62,500,Severe
6:00:00,2020-11-21,900,1836,1368,,264.2,64,13.4,113.8666667,16.06,15.7,100,500,Severe
12:00:00,2020-11-21,729.9,1595.6,1162.75,,244.9,55.3,17.9,106.0333333,9.59,24.8,45,500,Severe
18:00:00,2020-11-21,624.9,1215,919.95,,247.6,35.3,16.9,99.93333333,12.39,22.8,65,500,Severe
23:00:00,2020-11-21,690.3,1288.5,989.4,,239.3,55.3,14.1,102.9,9.57,23,64,500,Severe
6:00:00,2020-11-21,772.8,1269.7,1021.25,,293.5,61.9,14,123.1333333,12.1,15.3,100,500,Severe
12:00:00,2020-11-21,671.9,1237.9,954.9,,192.5,54.9,16.8,88.06666667,8.87,25.4,61,500,Severe
18:00:00,2020-11-21,832.9,1425.2,1129.05,,305.1,82.7,16.6,134.8,20.9,23.2,60,500,Severe
23:00:00,2020-11-21,887.3,1793.1,1340.2,,329.6,81,16.2,142.2666667,10.65,23.8,46,500,Severe
6:00:00,2020-11-21,677.9,1124.8,901.35,,211.7,51.6,17.8,93.7,8.17,17.9,100,500,Severe
12:00:00,2020-11-21,623.6,1116.3,869.95,,260.7,42,16.5,106.4,8.29,28.7,46,500,Severe
18:00:00,2020-11-21,586.7,1171.8,879.25,,164.5,45.6,16.9,75.66666667,10.87,20.6,50,500,Severe
23:00:00,2020-11-21,698.2,1436.4,1067.3,,218.8,58.1,13.8,96.9,12,21.8,52,500,Severe
6:00:00,2020-11-21,787.1,1692.3,1239.7,,236.4,71.6,14.9,107.6333333,9.65,17.3,100,500,Severe
12:00:00,2020-11-21,647.9,1223,935.45,,264.6,59.3,14.4,112.7666667,10.39,26,60,500,Severe
18:00:00,2020-11-21,639.3,1268.1,953.7,,201.3,45.3,16.5,87.7,11.52,22.3,60,500,Severe
23:00:00,2020-11-21,900,1814.6,1357.3,,298.8,66.9,15.1,126.9333333,12.06,22.1,61,500,Severe
6:00:00,2020-11-21,900,1662.2,1281.1,,288.9,93,16.3,132.7333333,13.84,15.6,100,500,Severe
12:00:00,2020-11-21,740,1434.3,1087.15,,290.7,92.5,12.8,132,13.32,25.7,52,500,Severe
18:00:00,2020-11-21,828.1,1758.5,1293.3,,271.8,98.3,14.9,128.3333333,15.62,23.4,64,500,Severe
23:00:00,2020-11-21,879.2,1851.2,1365.2,,253.8,116.7,16.4,128.9666667,11.33,22.1,48,500,Severe
6:00:00,2020-11-22,657.8,1237.2,947.5,,200.4,50.6,13.7,88.23333333,10.26,16,100,500,Severe
12:00:00,2020-11-22,672.9,1190.5,931.7,,261.1,53.7,14.3,109.7,8.9,27.8,56,500,Severe
