time,date,pm,MQ135,co,temperature,humidity,aqi,aqi_category
23:00:00,2021-03-03,185.2,29.5,1.96,25.7,23,303,Very Poor
6:00:00,2021-03-03,190.8,37.16666667,2.16,18.3,48,313,Very Poor
12:00:00,2021-03-03,167.8,43.86666667,1.95,29.3,35,301,Very Poor
18:00:00,2021-03-03,199.95,37.33333333,3.68,22.7,36,321,Very Poor
23:00:00,2021-03-03,227.6,32.63333333,2.38,24.2,34,329,Very Poor
6:00:00,2021-03-03,157.5,29.0,1.51,18.1,52,298,Poor
12:00:00,2021-03-03,137.95,42.53333333,1.63,28.9,27,242,Poor
18:00:00,2021-03-03,239.15,41.23333333,3.19,25.2,35,341,Very Poor
23:00:00,2021-03-03,193.05,29.86666667,2.06,22.2,36,317,Very Poor
6:00:00,2021-03-03,179.75,26.03333333,1.68,19.5,41,296,Poor
12:00:00,2021-03-03,111.85,38.7,1.35,29.4,20,176,Moderate
18:00:00,2021-03-03,256.4,44.3,2.85,22.3,24,336,Very Poor
23:00:00,2021-03-03,179.8,33.4,2.09,25.2,34,299,Poor
6:00:00,2021-03-03,217.45,29.53333333,2.03,17.8,52,317,Very Poor
12:00:00,2021-03-03,128.35,31.4,1.21,28.9,39,182,Moderate
18:00:00,2021-03-03,275.7,49.53333333,4.21,24.3,24,341,Very Poor
23:00:00,2021-03-03,206.1,33.66666667,1.82,25.3,29,316,Very Poor
6:00:00,2021-03-03,139.35,26.26666667,1.6,16.1,41,241,Poor
12:00:00,2021-03-03,124.7,34.53333333,1.22,28.0,26,182,Moderate
18:00:00,2021-03-03,204.25,50.8,3.38,23.4,34,324,Very Poor
23:00:00,2021-03-03,152.55,27.0,1.68,26.0,28,286,Poor
6:00:00,2021-03-03,172.25,30.1,1.84,17.5,50,299,Poor
12:00:00,2021-03-03,114.05,36.2,1.19,27.9,40,162,Moderate
18:00:00,2021-03-03,216.2,43.96666667,2.75,22.5,32,318,Very Poor
23:00:00,2021-03-03,191.7,33.03333333,2.0,24.9,29,316,Very Poor
6:00:00,2021-03-03,200.65,28.83333333,1.68,19.0,51,305,Very Poor
12:00:00,2021-03-03,133.8,31.96666667,1.39,29.8,27,190,Moderate
18:00:00,2021-03-03,178.3,39.73333333,2.9,22.1,29,312,Very Poor
23:00:00,2021-03-03,150.3,27.93333333,1.56,24.7,21,247,Poor
6:00:00,2021-03-03,170.85,28.26666667,1.74,17.4,45,269,Poor
12:00:00,2021-03-03,133.6,39.46666667,1.77,27.5,29,239,Poor
18:00:00,2021-03-03,164.45,35.66666667,2.27,23.2,34,304,Very Poor
23:00:00,2021-03-03,158.05,24.3,1.76,23.0,21,232,Poor
6:00:00,2021-03-03,188.2,25.3,1.55,17.9,37,295,Poor
12:00:00,2021-03-03,130.05,30.26666667,1.38,27.9,22,175,Moderate
18:00:00,2021-03-03,178.95,37.1,3.21,24.6,36,313,Very Poor
23:00:00,2021-03-03,168.75,31.36666667,1.64,23.1,38,304,Very Poor
6:00:00,2021-03-03,149.7,23.9,1.47,18.1,42,218,Poor
12:00:00,2021-03-03,90.6,36.03333333,1.06,28.5,33,115,Moderate
18:00:00,2021-03-03,182.95,40.06666667,3.28,24.8,34,312,Very Poor
23:00:00,2021-03-03,141.05,24.3,1.69,22.5,38,217,Poor
6:00:00,2021-03-03,116.7,26.7,1.4,16.1,49,197,Moderate
12:00:00,2021-03-03,118.4,28.66666667,1.27,30.3,27,164,Moderate
18:00:00,2021-03-03,138.75,31.93333333,2.07,23.0,21,250,Poor
23:00:00,2021-03-03,150.75,26.83333333,1.26,22.6,39,224,Poor
6:00:00,2021-03-03,139.75,25.33333333,1.2,16.9,50,196,Moderate
12:00:00,2021-03-03,110.7,31.2,1.17,29.6,27,137,Moderate
18:00:00,2021-03-03,178.8,33.46666667,2.22,24.4,34,292,Poor
23:00:00,2021-03-03,134.7,23.53333333,1.34,25.4,28,189,Moderate
6:00:00,2021-03-03,139.5,27.83333333,1.21,17.8,36,231,Poor
12:00:00,2021-03-03,93.3,27.2,1.19,29.5,21,125,Moderate
18:00:00,2021-03-03,141.55,31.33333333,2.62,23.7,33,259,Poor
23:00:00,2021-03-03,159.4,28.16666667,1.67,25.1,37,251,Poor
6:00:00,2021-03-03,182.35,31.4,2.07,18.0,51,310,Very Poor
12:00:00,2021-03-03,148.05,37.13333333,1.7,28.9,23,217,Poor
18:00:00,2021-03-03,186.95,48.6,2.73,24.7,26,318,Very Poor
23:00:00,2021-03-03,141.85,29.8,1.68,25.4,22,248,Poor
6:00:00,2021-03-03,183.5,25.96666667,2.16,19.2,53,306,Very Poor
12:00:00,2021-03-03,124.8,34.06666667,1.45,28.4,40,180,Moderate
18:00:00,2021-03-03,227.15,42.2,3.04,23.4,29,319,Very Poor
23:00:00,2021-03-03,161.1,23.4,1.68,23.5,28,249,Poor
6:00:00,2021-03-03,149.4,28.03333333,1.78,17.6,39,270,Poor
12:00:00,2021-03-03,159.85,32.0,1.37,28.7,31,237,Poor
18:00:00,2021-03-03,182.6,35.9,2.13,24.0,38,304,Very Poor
23:00:00,2021-03-03,146.2,23.06666667,1.48,22.6,28,223,Poor
6:00:00,2021-03-03,149.4,23.83333333,1.33,19.5,43,228,Poor
12:00:00,2021-03-03,125.05,37.06666667,1.33,28.9,35,182,Moderate
18:00:00,2021-03-03,181.9,36.33333333,3.12,22.1,26,306,Very Poor
23:00:00,2021-03-03,203.9,33.93333333,2.14,22.5,32,307,Very Poor
6:00:00,2021-03-03,149.15,27.03333333,1.53,17.5,37,264,Poor
12:00:00,2021-03-03,121.15,37.36666667,1.11,29.4,28,178,Moderate
18:00:00,2021-03-03,206.8,40.9,3.24,22.4,36,309,Very Poor
23:00:00,2021-03-03,153.55,29.7,1.72,22.4,33,286,Poor
6:00:00,2021-03-03,198.7,33.46666667,1.92,17.2,42,310,Very Poor
12:00:00,2021-03-03,115.85,37.43333333,1.21,27.9,29,145,Moderate
18:00:00,2021-03-03,182.7,41.9,2.62,22.4,34,316,Very Poor
23:00:00,2021-03-03,175.75,30.7,1.69,23.0,21,310,Very Poor
6:00:00,2021-03-03,146.3,26.36666667,1.91,17.9,44,264,Poor
12:00:00,2021-03-03,148.1,39.0,1.5,27.5,32,211,Poor
18:00:00,2021-03-03,201.5,33.46666667,2.99,23.3,33,306,Very Poor
23:00:00,2021-03-03,174.9,28.26666667,2.01,23.2,20,303,Very Poor
6:00:00,2021-03-03,172.45,27.66666667,1.98,20.0,50,285,Poor
12:00:00,2021-03-03,121.55,31.76666667,1.11,29.5,29,202,Poor
18:00:00,2021-03-03,237.5,43.73333333,3.21,24.6,40,333,Very Poor
23:00:00,2021-03-03,198.15,32.86666667,1.83,25.9,32,314,Very Poor
6:00:00,2021-03-03,191.2,30.73333333,1.56,18.8,46,307,Very Poor
12:00:00,2021-03-03,125.45,38.36666667,1.33,29.7,25,184,Moderate
18:00:00,2021-03-03,235.0,37.1,3.0,25.2,23,322,Very Poor
23:00:00,2021-03-03,224.95,32.63333333,2.54,24.1,36,318,Very Poor
6:00:00,2021-03-04,218.65,42.66666667,2.79,19.7,44,333,Very Poor
12:00:00,2021-03-04,187.65,38.1,2.09,27.9,40,293,Poor
18:00:00,2021-03-04,260.6,46.5,4.34,24.8,21,342,Very Poor
23:00:00,2021-03-04,217.6,37.56666667,2.54,23.9,29,330,Very Poor
6:00:00,2021-03-04,203.5,36.46666667,2.07,18.0,44,321,Very Poor
12:00:00,2021-03-04,166.6,41.1,1.99,30.1,29,275,Poor
18:00:00,2021-03-04,269.25,43.26666667,3.94,25.3,31,347,Very Poor
23:00:00,2021-03-04,172.5,34.0,1.91,23.9,36,304,Very Poor
6:00:00,2021-03-04,192.75,33.96666667,1.98,18.7,55,321,Very Poor
12:00:00,2021-03-04,131.15,35.5,1.35,29.2,33,199,Moderate
18:00:00,2021-03-04,225.8,41.53333333,3.18,24.9,33,317,Very Poor
23:00:00,2021-03-04,176.8,30.23333333,2.43,25.5,39,311,Very Poor
6:00:00,2021-03-04,194.5,29.8,1.99,17.2,36,305,Very Poor
12:00:00,2021-03-04,151.85,43.83333333,1.37,30.1,21,243,Poor
18:00:00,2021-03-04,191.8,39.0,2.85,25.3,29,318,Very Poor
23:00:00,2021-03-04,211.95,32.8,2.2,25.3,22,320,Very Poor
6:00:00,2021-03-04,155.7,29.16666667,1.64,19.2,36,259,Poor
12:00:00,2021-03-04,113.85,38.8,1.22,29.0,20,187,Moderate
18:00:00,2021-03-04,232.45,42.96666667,3.6,24.2,37,341,Very Poor
23:00:00,2021-03-04,211.75,28.7,2.45,22.6,24,313,Very Poor
6:00:00,2021-03-04,144.9,23.06666667,1.86,17.4,40,259,Poor
12:00:00,2021-03-04,129.95,34.0,1.17,30.8,35,182,Moderate
18:00:00,2021-03-04,231.6,39.3,2.66,25.0,28,329,Very Poor
23:00:00,2021-03-04,178.75,31.2,1.76,25.1,24,284,Poor
6:00:00,2021-03-04,149.0,28.16666667,1.58,19.7,55,270,Poor
12:00:00,2021-03-04,150.85,38.76666667,1.25,28.3,26,218,Poor
18:00:00,2021-03-04,197.85,37.06666667,2.33,22.8,29,311,Very Poor
23:00:00,2021-03-04,196.65,35.83333333,1.79,24.6,36,310,Very Poor
6:00:00,2021-03-04,159.1,29.66666667,2.0,16.8,44,301,Very Poor
12:00:00,2021-03-04,124.9,41.0,1.15,28.0,36,167,Moderate
18:00:00,2021-03-04,221.65,37.86666667,3.37,25.4,33,328,Very Poor
23:00:00,2021-03-04,163.7,24.8,1.45,24.9,30,265,Poor
6:00:00,2021-03-04,194.5,30.2,2.26,18.0,47,305,Very Poor
12:00:00,2021-03-04,126.75,34.46666667,1.46,26.9,23,177,Moderate
18:00:00,2021-03-04,216.1,40.1,3.2,23.1,25,327,Very Poor
23:00:00,2021-03-04,171.35,28.16666667,1.36,23.9,32,277,Poor
6:00:00,2021-03-04,180.9,26.93333333,1.89,18.9,54,301,Very Poor
12:00:00,2021-03-04,135.7,38.5,1.53,30.7,30,198,Moderate
18:00:00,2021-03-04,168.35,38.93333333,2.38,24.9,29,297,Poor
23:00:00,2021-03-04,169.25,25.03333333,1.5,22.5,39,296,Poor
6:00:00,2021-03-04,184.0,31.66666667,1.61,17.4,48,299,Poor
12:00:00,2021-03-04,115.8,37.53333333,1.14,30.5,38,186,Moderate
18:00:00,2021-03-04,180.25,36.76666667,2.64,23.3,31,302,Very Poor
23:00:00,2021-03-04,181.25,29.6,1.81,22.3,22,300,Poor
6:00:00,2021-03-04,137.3,29.23333333,1.29,16.6,36,234,Poor
12:00:00,2021-03-04,106.85,36.33333333,1.13,27.3,37,165,Moderate
18:00:00,2021-03-04,159.5,32.66666667,2.42,25.3,39,280,Poor
23:00:00,2021-03-04,136.65,28.36666667,1.58,24.3,38,241,Poor
6:00:00,2021-03-04,160.9,28.33333333,1.42,19.6,41,290,Poor
12:00:00,2021-03-04,110.45,28.8,1.22,28.8,29,145,Moderate
18:00:00,2021-03-04,199.75,42.16666667,2.92,24.7,28,317,Very Poor
23:00:00,2021-03-04,145.8,26.23333333,1.32,24.9,20,246,Poor
6:00:00,2021-03-04,129.55,30.26666667,1.65,19.0,40,226,Poor
12:00:00,2021-03-04,106.4,34.53333333,1.26,29.1,24,170,Moderate
18:00:00,2021-03-04,179.7,34.36666667,3.03,22.3,37,304,Very Poor
23:00:00,2021-03-04,132.1,23.76666667,1.53,25.0,36,238,Poor
6:00:00,2021-03-04,135.7,28.3,1.79,18.7,43,231,Poor
12:00:00,2021-03-04,129.75,34.63333333,1.38,26.9,27,197,Moderate
18:00:00,2021-03-04,181.0,33.73333333,2.61,23.5,40,292,Poor
23:00:00,2021-03-04,157.4,25.06666667,1.88,25.5,22,300,Poor
6:00:00,2021-03-04,142.65,30.43333333,1.96,19.6,51,264,Poor
12:00:00,2021-03-04,101.55,32.7,1.18,28.4,27,149,Moderate
18:00:00,2021-03-04,228.55,39.9,2.56,23.9,29,319,Very Poor
23:00:00,2021-03-04,153.7,26.83333333,1.55,22.4,33,224,Poor
6:00:00,2021-03-04,163.0,30.3,1.41,17.2,39,267,Poor
12:00:00,2021-03-04,127.3,38.46666667,1.19,27.4,39,198,Moderate
18:00:00,2021-03-04,165.55,32.76666667,2.51,24.0,34,264,Poor
23:00:00,2021-03-04,164.9,23.96666667,1.78,25.8,27,277,Poor
6:00:00,2021-03-04,159.35,29.86666667,1.68,19.9,42,266,Poor
12:00:00,2021-03-04,145.8,42.7,1.46,29.7,31,258,Poor
18:00:00,2021-03-04,222.2,42.0,3.56,23.0,23,319,Very Poor
23:00:00,2021-03-04,155.5,27.4,2.0,23.8,25,271,Poor
6:00:00,2021-03-04,175.3,30.1,1.82,17.7,35,301,Very Poor
12:00:00,2021-03-04,149.35,35.43333333,1.14,28.7,32,214,Poor
18:00:00,2021-03-04,169.8,34.16666667,2.41,22.0,26,301,Very Poor
23:00:00,2021-03-04,140.95,26.86666667,1.54,22.6,39,250,Poor
6:00:00,2021-03-04,205.0,26.26666667,2.05,17.8,36,308,Very Poor
12:00:00,2021-03-04,134.15,38.93333333,1.29,27.9,20,212,Poor
18:00:00,2021-03-04,174.4,35.63333333,2.86,23.8,31,302,Very Poor
23:00:00,2021-03-04,155.35,26.96666667,1.95,24.9,26,290,Poor
6:00:00,2021-03-04,165.6,31.83333333,1.86,18.8,43,306,Very Poor
12:00:00,2021-03-04,132.4,36.66666667,1.09,27.2,37,200,Moderate
18:00:00,2021-03-04,187.95,39.0,3.38,24.9,39,317,Very Poor
23:00:00,2021-03-04,193.95,27.73333333,1.76,24.8,39,308,Very Poor
6:00:00,2021-03-04,171.75,25.56666667,1.9,17.9,38,260,Poor
12:00:00,2021-03-04,120.15,36.4,1.19,29.0,30,198,Moderate
18:00:00,2021-03-04,231.85,48.36666667,2.82,24.4,35,332,Very Poor
23:00:00,2021-03-04,149.75,21.7,1.49,24.6,36,250,Poor
6:00:00,2021-03-04,167.6,30.6,1.55,16.8,52,288,Poor
12:00:00,2021-03-04,134.3,42.36666667,1.63,29.7,21,244,Poor
18:00:00,2021-03-04,207.95,35.73333333,3.59,25.6,20,318,Very Poor
23:00:00,2021-03-04,205.65,32.9,2.19,24.6,35,310,Very Poor
6:00:00,2021-03-05,184.25,27.9,2.12,16.5,42,311,Very Poor
12:00:00,2021-03-05,176.5,45.03333333,1.39,27.9,21,272,Poor
18:00:00,2021-03-05,290.65,53.46666667,4.47,22.6,29,358,Very Poor
23:00:00,2021-03-05,222.25,38.06666667,2.17,22.0,30,329,Very Poor
6:00:00,2021-03-05,210.2,28.9,1.94,18.8,54,324,Very Poor
12:00:00,2021-03-05,130.05,37.43333333,1.36,28.1,29,229,Poor
18:00:00,2021-03-05,200.9,40.5,2.52,24.0,33,321,Very Poor
23:00:00,2021-03-05,197.35,33.2,2.29,24.1,21,319,Very Poor
6:00:00,2021-03-05,194.3,34.96666667,2.08,18.6,40,322,Very Poor
12:00:00,2021-03-05,150.45,37.13333333,1.89,30.6,29,277,Poor
18:00:00,2021-03-05,233.2,49.16666667,2.99,23.7,20,335,Very Poor
23:00:00,2021-03-05,225.05,27.86666667,2.0,24.9,36,316,Very Poor
6:00:00,2021-03-05,159.25,31.66666667,1.6,19.9,47,291,Poor
12:00:00,2021-03-05,171.6,38.0,1.94,29.4,34,293,Poor
18:00:00,2021-03-05,201.15,39.03333333,3.31,24.6,27,323,Very Poor
23:00:00,2021-03-05,174.8,24.86666667,1.52,22.1,37,285,Poor
6:00:00,2021-03-05,194.4,31.03333333,1.87,20.0,55,308,Very Poor
12:00:00,2021-03-05,140.35,30.26666667,1.41,29.1,22,206,Poor
18:00:00,2021-03-05,235.7,45.13333333,2.88,22.9,26,333,Very Poor
23:00:00,2021-03-05,185.85,27.0,1.75,24.6,32,300,Poor
6:00:00,2021-03-05,201.65,29.9,2.11,19.1,49,307,Very Poor
12:00:00,2021-03-05,147.75,40.26666667,1.75,27.8,31,239,Poor
18:00:00,2021-03-05,180.3,43.03333333,2.69,26.0,26,310,Very Poor
23:00:00,2021-03-05,157.75,27.43333333,1.6,25.7,21,266,Poor
6:00:00,2021-03-05,179.5,29.26666667,1.94,18.6,50,275,Poor
12:00:00,2021-03-05,117.95,33.93333333,1.57,29.8,35,197,Moderate
18:00:00,2021-03-05,194.15,36.96666667,2.38,23.1,36,312,Very Poor
23:00:00,2021-03-05,187.15,33.46666667,1.65,24.4,39,313,Very Poor
6:00:00,2021-03-05,169.15,24.83333333,1.98,19.9,38,302,Very Poor
12:00:00,2021-03-05,146.15,37.06666667,1.62,29.4,36,208,Poor
18:00:00,2021-03-05,201.1,38.76666667,3.11,23.0,26,306,Very Poor
23:00:00,2021-03-05,152.35,25.0,1.49,22.7,37,246,Poor
6:00:00,2021-03-05,174.75,25.4,1.57,18.0,49,270,Poor
12:00:00,2021-03-05,113.2,38.46666667,1.1,29.7,39,166,Moderate
18:00:00,2021-03-05,213.25,42.53333333,2.38,25.5,20,313,Very Poor
23:00:00,2021-03-05,154.15,23.76666667,1.68,24.0,22,235,Poor
6:00:00,2021-03-05,153.5,25.93333333,1.57,19.5,50,277,Poor
12:00:00,2021-03-05,103.75,38.1,1.4,29.1,31,164,Moderate
18:00:00,2021-03-05,207.5,37.13333333,3.72,25.8,36,322,Very Poor
23:00:00,2021-03-05,136.5,24.0,1.69,25.8,34,231,Poor
6:00:00,2021-03-05,191.9,31.0,2.21,18.8,40,303,Very Poor
12:00:00,2021-03-05,103.95,36.26666667,1.06,29.7,20,154,Moderate
18:00:00,2021-03-05,158.9,34.53333333,2.51,23.0,30,265,Poor
23:00:00,2021-03-05,162.6,25.8,1.44,23.3,31,239,Poor
6:00:00,2021-03-05,179.85,28.56666667,1.89,17.6,40,301,Very Poor
12:00:00,2021-03-05,138.35,31.13333333,1.47,27.7,25,233,Poor
18:00:00,2021-03-05,159.0,36.03333333,1.95,24.7,37,267,Poor
23:00:00,2021-03-05,168.35,29.4,1.37,24.3,29,252,Poor
6:00:00,2021-03-05,116.65,27.03333333,1.5,18.4,46,191,Moderate
12:00:00,2021-03-05,111.3,33.66666667,1.13,27.0,31,147,Moderate
18:00:00,2021-03-05,205.5,34.6,2.86,22.1,38,311,Very Poor
23:00:00,2021-03-05,177.2,26.06666667,1.79,25.1,26,284,Poor
6:00:00,2021-03-05,167.45,28.73333333,1.88,17.0,36,258,Poor
12:00:00,2021-03-05,139.55,37.56666667,1.33,27.9,31,198,Moderate
18:00:00,2021-03-05,187.75,40.9,2.9,25.0,29,317,Very Poor
23:00:00,2021-03-05,162.55,27.83333333,1.9,24.1,20,273,Poor
6:00:00,2021-03-05,139.45,23.16666667,1.4,17.0,55,250,Poor
12:00:00,2021-03-05,165.05,39.93333333,1.66,29.8,37,251,Poor
18:00:00,2021-03-05,216.05,37.16666667,3.07,22.7,23,323,Very Poor
23:00:00,2021-03-05,165.55,24.16666667,1.62,24.6,21,261,Poor
6:00:00,2021-03-05,150.7,29.3,1.43,18.5,44,262,Poor
12:00:00,2021-03-05,103.2,35.16666667,0.94,28.0,33,148,Moderate
18:00:00,2021-03-05,199.05,37.23333333,2.83,24.1,34,317,Very Poor
23:00:00,2021-03-05,159.95,32.8,1.45,25.4,28,301,Very Poor
6:00:00,2021-03-05,178.0,26.53333333,1.72,17.3,49,292,Poor
12:00:00,2021-03-05,159.3,34.53333333,1.48,30.8,38,233,Poor
18:00:00,2021-03-05,169.8,34.6,2.14,22.7,32,278,Poor
23:00:00,2021-03-05,142.05,23.66666667,1.35,23.9,30,197,Moderate
6:00:00,2021-03-05,171.05,26.83333333,1.36,16.1,54,260,Poor
12:00:00,2021-03-05,112.15,36.63333333,1.37,27.6,34,161,Moderate
18:00:00,2021-03-05,175.8,33.26666667,2.24,25.8,40,304,Very Poor
23:00:00,2021-03-05,193.4,28.0,2.11,22.8,20,302,Very Poor
6:00:00,2021-03-05,143.5,24.63333333,1.35,18.0,47,233,Poor
12:00:00,2021-03-05,109.0,34.93333333,0.97,27.0,35,136,Moderate
18:00:00,2021-03-05,180.2,41.23333333,2.99,24.8,24,313,Very Poor
23:00:00,2021-03-05,163.0,28.43333333,1.64,22.0,39,263,Poor
6:00:00,2021-03-05,148.9,30.36666667,1.88,17.5,38,268,Poor
12:00:00,2021-03-05,101.9,37.9,1.29,28.1,30,158,Moderate
18:00:00,2021-03-05,186.65,34.5,3.03,25.3,38,311,Very Poor
23:00:00,2021-03-05,162.6,32.8,1.71,24.1,24,289,Poor
6:00:00,2021-03-05,182.7,29.9,2.19,18.6,54,302,Very Poor
12:00:00,2021-03-05,133.7,34.6,1.12,27.6,25,209,Poor
18:00:00,2021-03-05,178.9,37.73333333,2.16,23.9,30,304,Very Poor
23:00:00,2021-03-05,180.95,28.23333333,1.85,25.2,25,306,Very Poor
6:00:00,2021-03-05,153.2,25.96666667,1.38,16.5,45,273,Poor
12:00:00,2021-03-05,145.8,38.36666667,1.68,30.3,21,241,Poor
18:00:00,2021-03-05,222.2,43.36666667,3.02,24.7,23,324,Very Poor
23:00:00,2021-03-05,153.45,27.06666667,1.5,23.9,29,269,Poor
6:00:00,2021-03-05,223.15,34.86666667,2.4,19.1,50,319,Very Poor
12:00:00,2021-03-05,126.15,42.6,1.15,27.3,40,193,Moderate
18:00:00,2021-03-05,263.0,41.46666667,3.8,22.2,28,338,Very Poor
23:00:00,2021-03-05,193.75,29.43333333,2.24,24.6,36,306,Very Poor
6:00:00,2021-03-06,209.1,26.83333333,2.14,18.4,38,309,Very Poor
12:00:00,2021-03-06,181.35,42.6,2.1,30.5,37,301,Very Poor
18:00:00,2021-03-06,197.0,35.43333333,3.05,24.2,30,320,Very Poor
23:00:00,2021-03-06,161.3,29.06666667,1.75,22.1,33,247,Poor
6:00:00,2021-03-06,163.05,26.16666667,1.56,17.7,51,300,Poor
12:00:00,2021-03-06,140.45,40.13333333,1.78,28.2,36,252,Poor
18:00:00,2021-03-06,239.0,34.16666667,3.66,26.0,30,330,Very Poor
23:00:00,2021-03-06,197.0,26.46666667,2.11,24.1,31,303,Very Poor
6:00:00,2021-03-06,190.25,33.16666667,2.2,16.8,45,302,Very Poor
12:00:00,2021-03-06,156.8,44.03333333,1.75,30.2,25,284,Poor
18:00:00,2021-03-06,217.25,38.23333333,2.54,25.0,37,314,Very Poor
23:00:00,2021-03-06,152.0,29.4,1.48,25.0,34,271,Poor
6:00:00,2021-03-06,170.75,26.13333333,1.75,18.8,36,281,Poor
12:00:00,2021-03-06,114.25,33.36666667,1.43,27.4,33,189,Moderate
18:00:00,2021-03-06,202.05,34.6,2.47,23.2,25,309,Very Poor
23:00:00,2021-03-06,160.15,25.4,1.77,22.8,23,286,Poor
6:00:00,2021-03-06,169.55,28.73333333,1.91,19.4,43,290,Poor
12:00:00,2021-03-06,195.8,41.96666667,1.48,29.2,24,302,Very Poor
18:00:00,2021-03-06,209.45,34.13333333,2.96,22.3,38,309,Very Poor
23:00:00,2021-03-06,148.15,23.5,1.53,23.1,26,210,Poor
6:00:00,2021-03-06,166.35,26.46666667,1.84,18.2,40,252,Poor
12:00:00,2021-03-06,125.9,40.03333333,1.4,30.8,29,207,Poor
18:00:00,2021-03-06,178.2,29.06666667,2.08,23.6,38,284,Poor
23:00:00,2021-03-06,152.8,27.1,1.45,24.9,38,245,Poor
6:00:00,2021-03-06,163.2,24.5,1.45,16.0,46,250,Poor
12:00:00,2021-03-06,118.05,33.86666667,1.38,30.7,30,199,Moderate
18:00:00,2021-03-06,191.55,31.26666667,2.98,24.5,23,306,Very Poor
23:00:00,2021-03-06,127.2,24.23333333,1.25,23.3,22,211,Poor
6:00:00,2021-03-06,146.8,23.9,1.46,20.0,38,216,Poor
12:00:00,2021-03-06,136.45,38.4,1.09,29.4,29,187,Moderate
18:00:00,2021-03-06,154.55,25.5,2.54,22.2,39,287,Poor
23:00:00,2021-03-06,143.4,29.46666667,1.44,25.4,21,246,Poor
6:00:00,2021-03-06,172.15,26.7,1.82,16.3,53,274,Poor
12:00:00,2021-03-06,93.9,35.1,1.18,29.5,39,136,Moderate
18:00:00,2021-03-06,168.8,32.96666667,2.11,25.4,31,293,Poor
23:00:00,2021-03-06,122.6,24.7,1.22,22.5,26,190,Moderate
6:00:00,2021-03-06,143.1,26.5,1.17,18.0,54,203,Poor
12:00:00,2021-03-06,127.1,34.3,1.41,29.0,34,200,Moderate
18:00:00,2021-03-06,172.3,26.9,2.13,23.3,28,304,Very Poor
23:00:00,2021-03-06,156.1,23.8,1.58,23.2,36,252,Poor
6:00:00,2021-03-06,133.7,28.13333333,1.32,17.6,45,194,Moderate
12:00:00,2021-03-06,100.95,35.66666667,1.32,28.5,33,158,Moderate
18:00:00,2021-03-06,169.9,31.33333333,2.54,24.2,22,301,Very Poor
23:00:00,2021-03-06,127.9,21.9,1.19,25.8,27,208,Poor
6:00:00,2021-03-06,125.1,20.96666667,1.24,18.5,36,173,Moderate
12:00:00,2021-03-06,115.15,30.06666667,1.34,27.8,27,157,Moderate
18:00:00,2021-03-06,125.0,26.26666667,1.58,25.6,32,211,Poor
23:00:00,2021-03-06,117.3,25.23333333,1.39,24.4,34,197,Moderate
6:00:00,2021-03-06,115.9,21.5,1.0,19.0,42,168,Moderate
12:00:00,2021-03-06,128.95,36.46666667,1.29,30.5,23,191,Moderate
18:00:00,2021-03-06,130.7,25.8,2.03,22.5,36,210,Poor
23:00:00,2021-03-06,120.85,21.03333333,1.1,25.1,34,152,Moderate
6:00:00,2021-03-06,140.65,26.3,1.53,16.5,41,241,Poor
12:00:00,2021-03-06,140.3,40.26666667,1.33,29.7,22,198,Moderate
18:00:00,2021-03-06,165.35,29.26666667,1.77,22.5,21,246,Poor
23:00:00,2021-03-06,117.65,24.23333333,1.27,25.3,25,201,Poor
6:00:00,2021-03-06,144.55,27.36666667,1.81,18.8,49,270,Poor
12:00:00,2021-03-06,102.3,35.5,1.18,27.1,23,151,Moderate
18:00:00,2021-03-06,199.55,26.43333333,2.25,24.1,28,308,Very Poor
23:00:00,2021-03-06,151.45,27.56666667,1.4,23.7,27,228,Poor
6:00:00,2021-03-06,165.85,26.8,1.8,17.9,45,247,Poor
12:00:00,2021-03-06,138.55,36.2,1.23,29.6,30,218,Poor
18:00:00,2021-03-06,144.05,25.96666667,1.72,23.4,39,229,Poor
23:00:00,2021-03-06,139.1,25.63333333,1.49,22.1,33,245,Poor
6:00:00,2021-03-06,129.1,23.26666667,1.45,19.8,35,210,Poor
12:00:00,2021-03-06,136.5,35.33333333,1.25,30.4,27,197,Moderate
18:00:00,2021-03-06,176.7,29.56666667,2.06,24.5,32,293,Poor
23:00:00,2021-03-06,129.4,25.53333333,1.16,24.1,32,192,Moderate
6:00:00,2021-03-06,153.65,28.83333333,1.6,19.3,52,238,Poor
12:00:00,2021-03-06,155.2,39.86666667,1.88,30.5,24,255,Poor
18:00:00,2021-03-06,175.95,30.13333333,2.45,23.9,27,276,Poor
23:00:00,2021-03-06,148.1,28.53333333,1.32,24.8,21,218,Poor
6:00:00,2021-03-06,145.25,23.26666667,1.3,19.3,42,233,Poor
12:00:00,2021-03-06,143.65,36.0,1.27,27.4,21,219,Poor
18:00:00,2021-03-06,148.55,24.96666667,1.91,24.2,38,226,Poor
23:00:00,2021-03-06,155.25,23.7,1.24,22.3,22,228,Poor
6:00:00,2021-03-06,126.95,25.03333333,1.23,19.3,49,195,Moderate
12:00:00,2021-03-06,127.95,35.1,1.21,28.0,31,189,Moderate
18:00:00,2021-03-06,196.05,29.7,3.25,22.8,30,315,Very Poor
23:00:00,2021-03-06,129.55,23.2,1.35,22.3,32,226,Poor
6:00:00,2021-03-06,162.3,27.36666667,1.65,18.5,49,250,Poor
12:00:00,2021-03-06,113.2,33.86666667,1.23,29.6,24,190,Moderate
